Order,Lot Frontage,LotArea,LotShape,Utilities,Lot Config,Land Slope,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,YearBuilt,YearRemod/Add,Foundation,Bsmt Unf SF,Total Bsmt SF,BaseLivArea,Central Air,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,Bathrooms,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Type,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Mo Sold,Yr Sold,Sale Condition,SalePrice
220,,11341,IR1,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,5,6,1957,1996,CBlock,90,1392,1302,Y,1392,0,1392,1,1,1.5,3,1,TA,5,1,Detchd,528,0,0,0,0,95,5,2010,Normal,121500
224,80,9364,Reg,AllPub,Corner,Gtl,Sawyer,1Fam,2Story,6,7,1969,1969,CBlock,292,663,371,Y,663,689,1352,1,1,1.5,4,1,TA,7,0,Attchd,299,379,36,0,0,0,3,2010,Normal,158000
227,86,11227,Reg,AllPub,Inside,Gtl,Sawyer,1Fam,2Story,5,5,1968,1968,CBlock,0,720,720,Y,720,720,1440,1,1,1.5,4,1,TA,7,2,Attchd,480,192,38,0,0,0,3,2010,Normal,163000
228,,11616,IR1,AllPub,CulDSac,Gtl,Sawyer,1Fam,2Story,6,5,1978,1978,CBlock,234,672,438,Y,672,714,1386,2,1,2.5,3,1,TA,6,1,Attchd,440,335,0,0,0,0,4,2010,Abnorml,158900
229,80,14000,Reg,AllPub,Inside,Mod,ClearCr,1Fam,2Story,7,5,1996,1997,PConc,105,1306,1201,Y,1306,954,2260,2,1,2.5,3,1,Gd,7,0,Attchd,533,296,44,0,0,0,4,2010,Normal,328000
230,,20062,IR1,AllPub,Inside,Mod,ClearCr,1Fam,1Story,7,7,1977,2001,CBlock,328,1420,1092,Y,1483,0,1483,1,1,1.5,1,1,TA,4,2,Attchd,690,496,0,0,0,0,4,2010,Normal,270000
233,,23595,Reg,AllPub,Inside,Sev,ClearCr,1Fam,1Story,7,6,1979,1979,PConc,74,1332,1258,Y,1332,192,1524,0,1,0.5,0,1,Gd,4,1,Attchd,586,268,0,0,0,0,4,2010,Normal,260000
234,,17082,IR1,AllPub,CulDSac,Mod,ClearCr,1Fam,2Story,6,5,1978,1992,PConc,153,1117,964,Y,1117,864,1981,2,1,2.5,4,1,Gd,8,1,Attchd,522,336,104,0,0,0,5,2010,Normal,230000
245,77,9206,Reg,AllPub,Inside,Gtl,SawyerW,1Fam,2Story,6,5,1985,1985,CBlock,741,741,0,Y,977,755,1732,2,1,2.5,3,1,Gd,7,1,Attchd,476,192,46,0,0,0,6,2010,Normal,178000
246,83,11980,Reg,AllPub,Inside,Mod,SawyerW,1Fam,1Story,7,5,1987,1987,CBlock,0,1433,1433,Y,1433,0,1433,1,1,1.5,1,1,Gd,4,2,Attchd,528,0,278,0,0,266,6,2010,Normal,270000
247,87,12361,IR1,AllPub,CulDSac,Gtl,SawyerW,1Fam,2Story,6,7,1993,1993,PConc,86,946,860,Y,964,838,1802,2,1,2.5,3,1,Gd,8,1,2Types,1017,450,92,0,0,0,5,2010,Normal,218000
248,80,9938,Reg,AllPub,Inside,Gtl,SawyerW,1Fam,2Story,7,5,1993,1994,PConc,300,1050,750,Y,1062,887,1949,2,1,2.5,3,1,Gd,8,1,Attchd,574,156,90,0,0,0,6,2010,Normal,236000
258,,9337,IR1,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,7,5,1997,1998,PConc,525,878,353,Y,892,800,1692,2,1,2.5,3,1,TA,8,1,Attchd,513,0,39,0,0,0,4,2010,Normal,191000
259,70,8750,Reg,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,6,5,1998,1998,PConc,299,804,505,Y,804,878,1682,2,1,2.5,3,1,Gd,7,0,Attchd,523,0,77,0,0,0,6,2010,Normal,200500
260,38,15240,IR1,AllPub,FR2,Gtl,CollgCr,1Fam,1Story,5,8,1977,2004,CBlock,140,1026,886,Y,1026,0,1026,1,1,1.5,3,1,TA,5,0,Attchd,308,316,85,0,0,0,6,2010,Normal,150000
261,,10900,IR1,AllPub,FR2,Gtl,CollgCr,1Fam,2Story,6,7,1977,1977,CBlock,311,689,378,Y,689,703,1392,1,1,1.5,3,1,TA,6,0,Attchd,299,0,36,0,0,0,3,2010,Normal,161750
264,80,10389,Reg,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,8,5,2003,2003,PConc,296,1978,1682,Y,1978,0,1978,2,1,2.5,3,1,Gd,8,1,Attchd,850,188,25,0,0,0,5,2010,Normal,318000
266,44,9548,IR1,AllPub,CulDSac,Gtl,CollgCr,1Fam,2Story,7,6,2003,2003,PConc,458,941,483,Y,941,888,1829,2,1,2.5,3,1,Gd,7,1,Attchd,613,192,39,0,0,0,1,2010,Normal,237000
267,75,9375,Reg,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,7,5,1997,1997,PConc,1040,1040,0,Y,1044,1054,2098,2,1,2.5,4,1,Gd,9,1,Attchd,621,331,38,0,0,0,4,2010,Normal,240000
283,52,8741,Reg,AllPub,Inside,Gtl,Edwards,1Fam,1.5Fin,6,4,1945,1950,CBlock,641,735,94,Y,798,689,1487,1,1,1.5,3,1,TA,7,1,Detchd,220,0,140,0,0,0,4,2010,Normal,113000
287,66,6858,Reg,AllPub,Corner,Gtl,SWISU,1Fam,2Story,6,4,1915,1950,PConc,806,806,0,N,841,806,1647,1,1,1.5,4,1,Fa,6,0,Detchd,216,0,66,136,0,0,5,2010,Normal,128000
294,78,10452,IR1,AllPub,Inside,Gtl,Crawfor,1Fam,1.5Fin,7,6,1941,1985,BrkTil,850,1528,678,Y,1225,908,2133,1,1,1.5,4,1,TA,8,2,Attchd,312,0,0,86,0,0,7,2010,Normal,257500
295,78,15600,Reg,AllPub,Inside,Gtl,Crawfor,Duplex,2Story,5,6,1950,1991,CBlock,657,1032,375,Y,1102,1075,2177,2,1,2.5,5,2,TA,11,0,Detchd,484,0,0,0,0,0,3,2010,Normal,215000
298,85,19645,IR1,AllPub,FR2,Gtl,Crawfor,1Fam,SLvl,7,6,1994,2007,PConc,80,423,343,Y,896,756,1652,2,1,2.5,3,1,Gd,6,0,BuiltIn,473,0,0,0,0,0,6,2010,Normal,203135
310,85,11050,Reg,AllPub,Inside,Gtl,Mitchel,1Fam,2Story,8,5,1998,1999,PConc,434,1049,615,Y,1036,880,1916,2,1,2.5,3,1,Gd,8,1,Attchd,741,0,70,0,0,0,5,2010,Normal,254900
318,73,9802,Reg,AllPub,Inside,Gtl,Timber,1Fam,2Story,5,5,2006,2007,PConc,384,384,0,Y,744,700,1444,2,1,2.5,3,1,TA,7,0,BuiltIn,400,100,0,0,0,0,4,2010,Normal,174000
319,92,12003,Reg,AllPub,Corner,Gtl,Timber,1Fam,2Story,8,5,2009,2010,PConc,774,774,0,Y,774,1194,1968,2,1,2.5,4,1,Ex,8,1,BuiltIn,680,0,75,0,0,0,5,2010,Partial,269500
320,80,11316,Reg,AllPub,Corner,Gtl,Timber,1Fam,2Story,7,5,2002,2003,PConc,193,817,624,Y,824,1070,1894,2,1,2.5,4,1,Gd,8,1,BuiltIn,510,0,40,0,0,0,2,2010,Normal,214900
321,85,14191,Reg,AllPub,Inside,Gtl,Timber,1Fam,2Story,8,5,2002,2002,PConc,967,967,0,Y,993,915,1908,2,1,2.5,4,1,Gd,9,0,Attchd,431,135,0,0,0,0,4,2010,Normal,202900
327,,1974,Reg,AllPub,Inside,Gtl,MeadowV,TwnhsE,2Story,4,5,1973,1973,CBlock,212,546,334,Y,546,546,1092,1,1,1.5,3,1,TA,6,0,Attchd,286,120,96,0,0,0,5,2010,Normal,83500
329,36,2592,Reg,AllPub,Inside,Gtl,MeadowV,TwnhsE,2Story,5,3,1976,1976,CBlock,175,536,361,Y,536,576,1112,1,1,1.5,3,1,TA,4,0,Attchd,336,182,0,0,0,0,4,2010,Normal,85000
330,21,1476,Reg,AllPub,Inside,Gtl,MeadowV,Twnhs,2Story,4,7,1970,1970,CBlock,370,546,176,Y,546,546,1092,1,1,1.5,3,1,TA,5,0,NA,0,200,26,0,0,0,3,2010,Normal,76000
332,21,1900,Reg,AllPub,Inside,Gtl,MeadowV,TwnhsE,2Story,4,4,1970,1970,CBlock,546,546,0,Y,546,546,1092,1,1,1.5,3,1,TA,5,0,NA,0,0,0,0,0,0,6,2010,Normal,88250
333,21,1890,Reg,AllPub,Inside,Gtl,MeadowV,TwnhsE,2Story,4,6,1972,1972,CBlock,252,546,294,Y,546,546,1092,1,1,1.5,3,1,TA,5,0,Attchd,286,0,0,64,0,0,6,2010,Normal,85500
338,63,10475,Reg,AllPub,Inside,Gtl,Mitchel,1Fam,2Story,5,5,1991,1991,PConc,166,624,458,Y,624,650,1274,1,1,1.5,3,1,TA,6,0,Detchd,576,22,0,0,0,0,3,2010,Normal,136000
340,76,9892,Reg,AllPub,Inside,Mod,Mitchel,1Fam,1Story,8,5,1994,1995,PConc,54,1679,1625,Y,1803,0,1803,2,1,2.5,3,1,Gd,6,2,Attchd,482,129,64,222,0,0,2,2010,Normal,285000
341,74,12961,Reg,AllPub,Inside,Gtl,Mitchel,1Fam,2Story,6,5,1993,1994,PConc,208,1152,944,Y,1152,645,1797,2,1,2.5,3,1,Gd,7,1,Attchd,616,162,312,0,0,0,3,2010,Normal,231000
344,75,13860,Reg,AllPub,Inside,Gtl,NAmes,1Fam,SLvl,8,7,1972,1995,CBlock,542,1952,1410,Y,2000,704,2704,2,1,2.5,4,1,Ex,9,3,Attchd,538,269,111,0,0,0,7,2009,Normal,345000
345,88,10179,IR1,AllPub,Corner,Gtl,Gilbert,1Fam,2Story,6,5,1997,1997,PConc,98,945,847,Y,945,663,1608,2,1,2.5,3,1,TA,7,1,Attchd,470,252,30,0,0,0,7,2009,Normal,189500
346,,11792,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,8,5,2003,2003,PConc,158,1008,850,Y,1008,1275,2283,2,1,2.5,4,1,Gd,9,1,BuiltIn,632,120,46,0,0,0,8,2009,Normal,270000
347,60,8400,Reg,AllPub,Inside,Gtl,Gilbert,1Fam,SLvl,7,5,1996,1997,PConc,100,384,284,Y,958,670,1628,2,1,2.5,3,1,TA,7,1,BuiltIn,390,48,72,0,0,0,6,2009,Normal,189000
349,,8530,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,SLvl,7,5,1995,1996,PConc,384,384,0,Y,804,670,1474,2,1,2.5,3,1,TA,7,1,BuiltIn,400,120,72,0,0,0,5,2009,Normal,168500
354,57,8923,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,SLvl,7,5,1998,1998,PConc,195,384,189,Y,751,631,1382,2,1,2.5,3,1,TA,7,1,BuiltIn,396,256,0,0,0,0,2,2009,Normal,177500
355,74,10141,IR1,AllPub,Corner,Gtl,Gilbert,1Fam,2Story,7,5,1998,1998,PConc,832,832,0,Y,885,833,1718,2,1,2.5,3,1,TA,7,1,Attchd,427,0,94,0,0,291,12,2009,Normal,185000
356,60,7500,Reg,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,1998,1999,PConc,476,952,476,Y,952,684,1636,2,1,2.5,3,1,TA,7,1,Attchd,440,0,84,0,0,0,10,2009,Normal,191000
357,59,7837,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,7,1993,1994,PConc,799,799,0,Y,799,772,1571,2,1,2.5,3,1,TA,7,1,Attchd,380,0,40,0,0,0,5,2009,Normal,178000
358,,9765,IR2,AllPub,Corner,Gtl,Gilbert,1Fam,2Story,6,8,1993,1993,PConc,370,680,310,Y,680,790,1470,2,1,2.5,3,1,TA,6,1,BuiltIn,420,232,63,0,0,0,4,2009,Normal,185000
359,,8803,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,1994,1995,PConc,107,707,600,Y,707,809,1516,2,1,2.5,3,1,Gd,7,1,Attchd,409,0,46,0,0,0,7,2009,Normal,181316
361,,9636,IR1,AllPub,Corner,Gtl,Gilbert,1Fam,2Story,6,5,1992,1993,PConc,808,808,0,Y,808,785,1593,2,1,2.5,3,1,TA,7,1,BuiltIn,389,342,40,0,0,0,12,2009,Normal,178000
362,65,8125,Reg,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,1994,1995,PConc,702,702,0,Y,702,779,1481,2,1,2.5,3,1,TA,6,1,Attchd,343,0,36,0,0,0,3,2009,Normal,174000
364,,10762,IR1,AllPub,CulDSac,Gtl,Gilbert,1Fam,2Story,7,5,1999,1999,PConc,284,978,694,Y,1005,978,1983,2,1,2.5,3,1,Gd,9,1,Attchd,490,0,0,0,0,0,5,2009,Normal,225000
368,80,11844,IR1,AllPub,Inside,Gtl,StoneBr,1Fam,1Story,8,5,2008,2008,PConc,2046,2046,0,Y,2046,0,2046,2,1,2.5,3,1,Gd,7,1,Attchd,834,322,82,0,0,0,7,2009,Partial,372500
370,85,11900,Reg,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,5,6,1977,1977,PConc,722,1122,400,Y,946,988,1934,2,1,2.5,3,1,TA,6,1,Attchd,567,0,176,0,0,200,7,2009,Normal,185000
371,94,13005,IR1,AllPub,Corner,Gtl,NWAmes,1Fam,2Story,7,7,1980,1980,CBlock,153,845,692,Y,1153,1200,2353,2,1,2.5,4,1,Ex,10,1,Attchd,484,288,195,0,0,0,8,2009,Normal,260000
375,,13250,IR1,AllPub,Inside,Gtl,NWAmes,1Fam,2Story,7,6,1978,1978,CBlock,832,832,0,Y,1154,896,2050,2,1,2.5,4,1,Gd,8,1,Attchd,529,192,192,0,0,0,5,2009,Abnorml,154000
377,,12388,IR1,AllPub,Inside,Gtl,NWAmes,1Fam,2Story,7,7,1980,1991,CBlock,441,1043,602,Y,1539,1134,2673,2,1,2.5,4,1,Gd,9,1,BuiltIn,441,178,84,0,0,0,8,2009,Normal,249000
380,80,9600,Reg,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,8,5,1981,1981,PConc,1420,2524,1104,Y,2524,0,2524,2,1,2.5,4,1,Gd,9,1,Attchd,542,474,120,0,0,0,7,2009,Normal,278000
383,,10304,IR1,AllPub,CulDSac,Gtl,NWAmes,1Fam,2Story,5,7,1976,1976,CBlock,399,780,381,Y,1088,780,1868,2,1,2.5,4,1,Gd,9,1,Attchd,484,448,96,0,0,0,10,2009,Normal,197500
384,70,7000,Reg,AllPub,Inside,Gtl,Somerst,1Fam,2Story,7,5,2003,2003,PConc,304,926,622,Y,1016,868,1884,2,1,2.5,3,1,Ex,7,1,Attchd,581,0,35,0,0,0,6,2009,Normal,240900
385,75,8004,IR1,AllPub,Inside,Gtl,Somerst,1Fam,2Story,8,5,2009,2009,PConc,288,832,544,Y,832,1103,1935,2,1,2.5,3,1,TA,8,0,BuiltIn,552,0,150,0,0,0,12,2009,Partial,263435
386,,7500,Reg,AllPub,Inside,Gtl,Somerst,1Fam,2Story,8,5,2000,2001,PConc,1058,1058,0,Y,1058,816,1874,2,1,2.5,3,1,Gd,7,1,Attchd,588,0,134,0,0,0,3,2009,Normal,220000
387,,8470,Reg,AllPub,Corner,Gtl,Somerst,1Fam,2Story,8,5,2002,2002,PConc,471,972,501,Y,972,839,1811,2,1,2.5,3,1,Gd,7,1,Attchd,565,225,48,0,0,0,10,2009,Normal,235000
392,,10448,IR1,AllPub,Corner,Gtl,NWAmes,1Fam,SLvl,6,6,1972,1972,CBlock,689,689,0,Y,1378,741,2119,2,1,2.5,3,1,TA,7,1,Attchd,583,0,104,0,0,0,8,2009,Abnorml,158000
396,,7830,IR1,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,5,1970,1970,CBlock,1180,1180,0,Y,1180,0,1180,1,1,1.5,2,1,TA,6,0,Attchd,477,0,45,0,0,0,3,2009,Normal,128000
397,,8510,IR1,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,7,1971,1971,CBlock,543,1043,500,Y,1050,0,1050,1,1,1.5,3,1,TA,6,0,Attchd,336,0,0,0,0,0,7,2009,Normal,143000
403,21,1680,Reg,AllPub,Inside,Gtl,BrDale,Twnhs,2Story,6,5,1973,1973,CBlock,229,483,254,Y,483,504,987,1,1,1.5,2,1,TA,5,0,Detchd,264,0,0,0,0,0,7,2009,Normal,111000
404,24,2368,Reg,AllPub,Inside,Gtl,BrDale,TwnhsE,2Story,5,6,1970,1970,CBlock,0,765,765,Y,765,600,1365,1,1,1.5,3,1,TA,7,0,Attchd,440,0,36,0,0,0,5,2009,Normal,125000
405,21,1680,Reg,AllPub,Inside,Gtl,BrDale,Twnhs,2Story,5,5,1971,1971,CBlock,630,630,0,Y,630,672,1302,2,1,2.5,3,1,TA,6,0,Detchd,280,0,0,0,0,0,5,2009,Abnorml,112000
406,21,1680,Reg,AllPub,Inside,Gtl,BrDale,Twnhs,2Story,6,6,1972,1972,CBlock,79,483,404,Y,483,504,987,1,1,1.5,2,1,TA,5,0,Detchd,288,0,0,0,0,0,7,2009,Normal,97000
407,21,1680,Reg,AllPub,Inside,Gtl,BrDale,Twnhs,2Story,6,8,1972,2007,CBlock,321,483,162,Y,483,504,987,1,1,1.5,2,1,Gd,5,0,Detchd,264,250,0,0,0,0,5,2009,Normal,118000
408,21,1680,Reg,AllPub,Inside,Gtl,BrDale,Twnhs,2Story,5,7,1972,1972,CBlock,399,630,231,Y,630,672,1302,2,1,2.5,3,1,TA,6,0,Detchd,264,185,0,0,0,0,2,2009,Normal,119500
410,24,2308,Reg,AllPub,FR2,Gtl,NPkVill,TwnhsE,2Story,6,5,1976,1976,CBlock,498,804,306,Y,804,744,1548,2,1,2.5,3,1,TA,7,1,Detchd,440,108,0,0,0,0,9,2009,Normal,146000
411,24,2280,Reg,AllPub,FR2,Gtl,NPkVill,Twnhs,2Story,6,6,1976,1976,CBlock,289,855,566,Y,855,601,1456,2,1,2.5,3,1,TA,7,1,Attchd,440,87,0,0,0,0,7,2009,Normal,148500
413,24,2308,Reg,AllPub,Inside,Gtl,NPkVill,TwnhsE,2Story,6,5,1974,1974,CBlock,103,855,752,Y,855,467,1322,2,1,2.5,3,1,TA,6,1,Attchd,440,260,0,0,0,0,6,2009,Normal,147000
414,24,2349,Reg,AllPub,Inside,Gtl,NPkVill,Twnhs,2Story,6,5,1977,1977,CBlock,466,855,389,Y,855,601,1456,2,1,2.5,3,1,TA,6,1,Attchd,440,0,28,0,0,0,5,2009,Normal,137900
415,24,2364,Reg,AllPub,Inside,Gtl,NPkVill,TwnhsE,2Story,6,5,1978,1978,CBlock,484,804,320,Y,804,744,1548,2,1,2.5,3,1,TA,7,1,Detchd,440,108,0,0,0,0,7,2009,Normal,147000
416,24,2289,Reg,AllPub,Inside,Gtl,NPkVill,Twnhs,2Story,6,6,1978,1978,CBlock,544,855,311,Y,855,586,1441,2,1,2.5,3,1,TA,7,1,Attchd,440,28,0,0,0,0,4,2009,Normal,148500
417,24,2364,Reg,AllPub,Inside,Gtl,NPkVill,TwnhsE,2Story,6,5,1978,1978,CBlock,576,855,279,Y,855,601,1456,2,1,2.5,3,1,TA,6,1,Attchd,440,147,0,0,0,0,4,2009,Normal,138000
422,110,14257,Reg,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,9,5,2007,2007,PConc,416,1776,1360,Y,1794,978,2772,3,1,3.5,4,1,Ex,10,3,BuiltIn,754,135,64,0,0,0,6,2009,Normal,462000
423,104,13518,Reg,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,9,5,2008,2009,PConc,1926,1926,0,Y,1966,1174,3140,3,1,3.5,4,1,Ex,11,2,BuiltIn,820,144,78,0,0,0,7,2009,Partial,485000
427,98,12704,Reg,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,8,5,2008,2009,PConc,2042,2042,0,Y,2042,0,2042,2,1,2.5,3,1,Ex,8,1,Attchd,1390,0,90,0,0,0,8,2009,Partial,253293
428,95,12350,Reg,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,9,5,2009,2009,PConc,379,1365,986,Y,1365,1325,2690,2,1,2.5,3,1,Ex,8,1,Attchd,864,0,197,0,0,0,7,2009,Partial,398800
429,96,11308,IR1,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,9,5,2008,2008,PConc,168,1104,936,Y,1130,1054,2184,2,1,2.5,3,1,Ex,10,1,Attchd,836,0,102,0,0,0,7,2009,Normal,335000
431,94,12220,Reg,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,10,5,2009,2009,CBlock,570,2006,1436,Y,2020,0,2020,2,1,2.5,3,1,Ex,9,1,Attchd,900,156,54,0,0,0,9,2009,Partial,402861
432,97,13478,IR1,AllPub,Corner,Gtl,NridgHt,1Fam,2Story,10,5,2008,2008,PConc,384,1722,1338,Y,1728,568,2296,2,1,2.5,3,1,Ex,10,1,BuiltIn,842,382,274,0,0,0,6,2009,Normal,451950
433,105,13693,Reg,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,10,5,2007,2007,PConc,342,2630,2288,Y,2674,0,2674,2,1,2.5,2,1,Ex,8,2,Attchd,762,360,50,0,0,0,3,2009,Normal,610000
434,107,13891,Reg,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,9,5,2008,2009,PConc,1734,1734,0,Y,1734,1088,2822,3,1,3.5,4,1,Ex,12,1,BuiltIn,1020,52,170,0,0,192,1,2009,Partial,582933
437,59,23303,IR3,AllPub,CulDSac,Gtl,NridgHt,1Fam,2Story,8,5,2007,2007,PConc,278,1508,1230,Y,1508,1012,2520,2,1,2.5,5,1,Ex,10,1,BuiltIn,640,192,273,0,0,0,6,2009,Family,409900
443,74,8834,Reg,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,9,5,2004,2005,PConc,292,1462,1170,Y,1462,762,2224,2,1,2.5,4,1,Ex,10,1,Attchd,738,184,0,0,0,0,6,2009,Normal,350000
450,96,13262,IR1,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,8,5,2003,2004,PConc,1082,1082,0,Y,1105,1295,2400,3,1,3.5,4,1,Gd,10,1,BuiltIn,730,114,40,0,0,0,6,2009,Normal,290000
457,100,14836,IR1,AllPub,Inside,Mod,NridgHt,1Fam,1Story,10,5,2004,2005,PConc,346,2492,2146,Y,2492,0,2492,2,1,2.5,2,1,Ex,8,1,Attchd,949,226,235,0,0,0,2,2009,Abnorml,552000
458,117,15262,IR1,AllPub,Corner,Gtl,NridgHt,1Fam,1Story,8,5,2003,2004,PConc,643,2200,1557,Y,2200,0,2200,2,1,2.5,3,1,Ex,8,1,Attchd,685,208,55,0,0,0,7,2009,Normal,382500
465,63,10928,Reg,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2005,2005,PConc,728,728,0,Y,728,728,1456,2,1,2.5,3,1,Gd,8,1,Attchd,390,100,0,0,0,0,6,2009,Normal,184000
466,57,8918,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,2005,2006,PConc,745,745,0,Y,745,745,1490,2,1,2.5,3,1,Gd,7,1,Attchd,392,36,20,0,0,0,7,2009,Normal,167800
467,149,12589,IR2,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,2005,2005,PConc,742,742,0,Y,742,742,1484,2,1,2.5,3,1,Gd,8,1,Attchd,390,36,24,0,0,0,6,2009,Normal,174000
468,122,11911,IR2,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,2005,2005,PConc,684,684,0,Y,684,876,1560,2,1,2.5,3,1,Gd,6,1,BuiltIn,400,100,38,0,0,0,3,2009,Normal,174000
475,71,7795,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2004,2005,PConc,291,716,425,Y,716,716,1432,2,1,2.5,3,1,Gd,6,1,Attchd,432,100,51,0,0,0,7,2009,Normal,188500
476,,8068,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,2002,2002,PConc,1010,1010,0,Y,1010,1257,2267,2,1,2.5,4,1,Gd,8,1,BuiltIn,390,120,46,0,0,0,12,2009,Normal,200000
477,59,9434,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,SLvl,7,5,2004,2005,PConc,384,384,0,Y,744,630,1374,2,1,2.5,3,1,Gd,6,1,BuiltIn,400,100,0,0,0,0,8,2009,Normal,170000
478,62,7984,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2004,2005,PConc,868,868,0,Y,868,762,1630,2,1,2.5,3,1,Gd,7,1,BuiltIn,436,120,48,0,0,0,9,2009,Normal,189500
479,,7750,Reg,AllPub,Inside,Gtl,Gilbert,1Fam,SLvl,8,5,2002,2002,PConc,55,408,353,Y,779,640,1419,2,1,2.5,3,1,Gd,7,1,BuiltIn,527,120,0,0,0,0,3,2009,Normal,184100
480,61,10125,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2004,2004,PConc,846,846,0,Y,846,748,1594,2,1,2.5,3,1,Gd,7,1,Attchd,434,300,48,0,0,0,7,2009,Normal,195500
481,,8965,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2003,2003,PConc,130,782,652,Y,806,683,1489,2,1,2.5,3,1,Gd,8,1,Attchd,400,0,75,0,0,0,6,2009,Normal,192000
482,,8174,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2003,2003,PConc,204,698,494,Y,698,644,1342,2,1,2.5,3,1,Gd,7,1,Attchd,393,100,56,0,0,0,5,2009,Normal,178000
484,,8795,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2000,2000,PConc,652,952,300,Y,980,1276,2256,2,1,2.5,4,1,Gd,8,1,BuiltIn,554,224,54,0,0,0,4,2009,Normal,236000
485,,12891,IR1,AllPub,Corner,Gtl,Gilbert,1Fam,2Story,8,5,2002,2002,PConc,219,870,651,Y,878,1126,2004,2,1,2.5,4,1,Gd,8,1,BuiltIn,644,0,48,0,0,0,7,2009,Normal,257500
486,,12224,IR1,AllPub,Corner,Gtl,Gilbert,1Fam,2Story,6,5,2000,2000,PConc,297,992,695,Y,1022,1032,2054,2,1,2.5,3,1,Gd,7,1,BuiltIn,390,24,48,0,0,0,7,2009,Normal,244000
487,61,9734,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,SLvl,7,5,2004,2004,PConc,30,384,354,Y,744,630,1374,2,1,2.5,3,1,Gd,7,0,BuiltIn,400,0,0,0,0,0,5,2009,Normal,167000
488,60,8123,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,2000,2000,PConc,982,982,0,Y,1007,793,1800,2,1,2.5,3,1,TA,7,1,Attchd,463,100,63,0,0,0,6,2009,Normal,179000
489,42,8433,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,2000,2000,PConc,111,794,683,Y,819,695,1514,2,1,2.5,3,1,TA,7,1,Attchd,394,0,72,0,0,0,6,2009,Normal,190000
490,62,7750,Reg,AllPub,Inside,Gtl,Gilbert,1Fam,SLvl,7,5,1999,2000,PConc,384,384,0,Y,774,656,1430,2,1,2.5,3,1,TA,7,1,BuiltIn,400,0,0,0,0,0,3,2009,Normal,156000
491,,15896,IR2,AllPub,CulDSac,Gtl,Gilbert,1Fam,2Story,7,5,1999,1999,PConc,264,1177,913,Y,1223,1089,2312,2,1,2.5,4,1,Gd,8,1,BuiltIn,658,298,0,0,0,0,5,2009,Normal,245000
492,,24682,IR3,AllPub,CulDSac,Gtl,Gilbert,1Fam,2Story,6,5,1999,1999,PConc,841,841,0,Y,892,783,1675,2,1,2.5,3,1,TA,7,1,BuiltIn,502,0,103,0,0,0,6,2009,Normal,181000
